r1_service_a,r1_service_b,r2_service_b,r1_service_c,r2_service_d,r1_throughput,r2_throughput,r1_mean_latency,r2_mean_latency,throughput
42,159,171,137,143,28.93,46.58,0.00145,0.0017,75.51
160,101,103,171,192,35.45,55.38,0.0015,0.00172,90.83
153,116,47,116,62,53.67,85.93,0.00177,0.00183,139.6
52,161,31,106,154,48.16,73.41,0.0016,0.0017,121.57
62,142,51,82,187,25.51,43.91,0.0013,0.00172,69.42
120,98,119,48,74,32.84,54.9,0.0015,0.0018,87.74
130,109,99,130,161,35.34,62.14,0.00157,0.0018,97.48
38,145,123,139,42,53.82,78.09,0.00168,0.00183,131.91
181,185,148,184,41,62.83,94.52,0.00175,0.00157,157.35
189,55,69,163,59,73.97,100,0.00177,0.00116,173.97
98,63,200,103,80,72.32,100,0.00175,0.932452,172.32
104,127,179,178,153,66.42,100,0.00174,0.00124,166.42
161,88,91,185,191,63.5,100,0.00165,0.0011,163.5
130,62,76,160,153,52.7,76.5,0.0015,0.00136,129.2
196,48,85,80,79,51.65,88.37,0.00176,0.00164,140.02
44,163,77,94,92,51.72,98.8,0.00161,0.00177,150.52
110,73,50,37,35,47.73,65.78,0.00153,0.00161,113.51
100,182,90,27,87,47.22,72.27,0.00173,0.00189,119.49
195,127,181,53,29,48.19,71.66,0.00171,0.0019,119.85
116,81,35,112,50,66.33,100,0.0017,0.0014,166.33
130,148,53,110,61,56.82,79.2,0.00168,0.00155,136.02
136,144,200,73,100,52.83,75.9,0.00169,0.00188,128.73
35,157,160,173,124,56.66,97.47,0.00171,0.001,154.13
128,123,35,92,61,77.21,100,0.0016,0.692948,177.21
41,111,124,193,177,58.15,89.64,0.00167,0.00183,147.79
158,63,92,173,37,40.72,71.5,0.00159,0.00184,112.22
72,129,27,140,103,19.47,29.69,0.00115,0.00132,49.16
169,52,70,194,59,34.44,61.12,0.00168,0.00188,95.56
128,54,100,149,90,61.14,93.03,0.00168,0.00168,154.17
163,130,148,142,50,63.38,91.08,0.00156,0.957645,154.46
44,42,69,178,132,62.48,83.13,0.0015,0.00153,145.61
77,144,39,185,40,48.74,88.04,0.0016,0.00134,136.78
67,90,146,126,69,68.99,94.27,0.0015,0.00101,163.26
88,195,112,27,151,70.57,100,0.00167,0.899642,170.57
40,93,86,114,191,74.09,99.56,0.00174,0.00115,173.65
25,137,173,104,61,34.35,61.05,0.00152,0.00158,95.4
134,43,55,114,138,24.1,45.81,0.00138,0.00171,69.91
110,144,172,131,116,54.98,87.95,0.00164,0.00148,142.93
67,44,113,184,195,47.91,74.05,0.00168,0.00179,121.96
200,178,170,145,151,62.55,87.66,0.00174,0.00181,150.21
57,163,84,39,143,49.72,86.31,0.00166,0.00175,136.03
51,69,116,170,41,42.22,67.5,0.00163,0.00183,109.72
181,112,67,34,103,38.72,55.32,0.00149,0.00169,94.04
169,96,193,131,75,41.78,67.43,0.00148,0.00164,109.21
108,88,31,46,66,46.19,77.39,0.00168,0.00181,123.58
174,105,168,105,54,44.52,75.27,0.0016,0.001,119.79
97,191,25,155,31,47.91,66.93,0.0017,0.00176,114.84
180,85,42,139,71,52.09,86.11,0.00169,0.00181,138.2
113,180,80,107,187,49.91,84.96,0.00161,0.0018,134.87
75,127,34,104,148,49.68,73.88,0.00164,0.00181,123.56
133,182,71,68,70,56.11,83.52,0.00173,0.00175,139.63
61,27,38,194,135,49.17,75.4,0.00166,0.001,124.57
35,85,85,143,39,53.75,82.14,0.00163,0.00176,135.89
41,180,37,150,70,49.54,77.87,0.00168,0.00187,127.41
108,81,60,163,41,44.68,71.23,0.00163,0.0017,115.91
35,157,114,59,181,50.83,86.77,0.00172,0.00176,137.6
129,193,175,81,179,38.32,67.5,0.0014,0.00179,105.82
84,40,158,190,177,43.02,72.85,0.0017,0.00188,115.87
42,63,45,136,57,46.21,76.72,0.00172,0.00187,122.93
69,142,73,178,105,36.8,65.71,0.00163,0.00178,102.51
119,62,175,56,169,46.62,70.48,0.00178,0.0019,117.1
43,160,124,193,116,41.37,78.2,0.0015,0.00184,119.57
114,101,63,153,65,39.56,67.52,0.00155,0.00174,107.08
182,88,53,115,52,40.89,62.31,0.00148,0.00174,103.2
158,128,78,76,140,48.98,76.38,0.00179,0.00185,125.36
142,35,172,194,193,49.86,72.08,0.00161,0.00183,121.94
86,116,172,79,152,45.12,73.42,0.00161,0.00182,118.54
143,133,57,164,141,39.98,67.27,0.001,0.00173,107.25
142,164,137,130,134,45.93,77.7,0.00164,0.00187,123.63
158,145,150,90,120,53.39,86.97,0.00163,0.00169,140.36
33,65,65,189,171,57.98,81.1,0.00162,0.00174,139.08
155,89,167,67,104,46.28,73.09,0.00164,0.00196,119.37
151,171,188,121,178,44.28,65.7,0.00165,0.00176,109.98
92,126,127,198,98,49.4,72.04,0.001,0.00174,121.44
56,100,58,110,182,58.94,91.42,0.00163,0.00177,150.36
200,79,133,188,128,49.35,66.13,0.00163,0.00186,115.48
77,152,105,186,155,49.95,84.3,0.00164,0.0018,134.25
110,122,200,60,124,41.6,64.99,0.0017,0.00193,106.59
151,47,143,91,90,60.56,81.51,0.00172,0.00188,142.07
32,134,189,101,190,54.55,88.26,0.00169,0.00172,142.81
167,32,102,146,165,52.46,86.73,0.00158,0.00177,139.19
194,104,85,190,100,58.78,84.79,0.00185,0.00182,143.57
199,67,149,139,71,34.48,56.54,0.00151,0.00179,91.02
195,189,99,30,123,37.55,54.08,0.00154,0.00172,91.63
27,80,84,85,124,54.87,94.12,0.00169,0.00154,148.99
118,85,160,70,147,51.76,76.38,0.00155,0.00157,128.14
35,53,74,79,180,43.21,77.73,0.00169,0.00177,120.94
104,158,84,74,121,37.6,55.46,0.00156,0.00171,93.06
62,143,195,30,84,23.13,34.77,0.00126,0.00147,57.9
88,182,125,52,149,33,61.03,0.00152,0.0017,94.03
117,62,34,98,166,41.94,71.1,0.00164,0.001,113.04
162,141,105,172,153,50.79,75.73,0.00162,0.00184,126.52
51,118,30,179,91,51.86,75.57,0.00172,0.0017,127.43
38,33,127,122,119,54.83,91.19,0.00172,0.0015,146.02
163,140,102,71,46,57,89.1,0.00169,0.00165,146.1
80,131,162,128,146,62.27,89.51,0.00159,0.00154,151.78
140,49,96,80,29,55.95,75.83,0.00168,0.00185,131.78
90,173,197,121,191,51.53,90.33,0.00166,0.00176,141.86
109,184,47,130,40,51.51,76.28,0.0017,0.0017,127.79
102,105,31,87,59,49.63,87.36,0.0017,0.00185,136.99
177,71,147,86,134,40.39,74.25,0.00155,0.0018,114.64
127,172,110,173,199,55.16,87.56,0.0017,0.00186,142.72
113,186,47,73,129,54.7,82.23,0.00169,0.00177,136.93
47,38,81,172,101,49.86,76.62,0.00169,0.00182,126.48
151,34,141,75,72,49.72,79.38,0.00158,0.00184,129.1
150,191,38,121,107,64.13,98.63,0.00172,0.00169,162.76
40,70,150,79,160,59.48,83.25,0.00173,0.00173,142.73
112,130,45,70,166,54.88,89.57,0.0015,0.00162,144.45
69,112,184,67,28,70.72,100,0.00168,0.789183,170.72
175,80,192,78,130,81.75,100,0.00171,0.650112,181.75
116,182,128,192,132,65.21,95.6,0.00168,0.00141,160.81
172,38,75,173,83,64.53,92.57,0.0017,0.0015,157.1
109,92,27,48,53,67.66,94.69,0.00172,0.00106,162.35
146,197,26,176,76,63.42,94.88,0.00169,0.00161,158.3
89,103,173,166,157,41.81,61.28,0.00167,0.00168,103.09
163,30,27,145,67,47.54,80.3,0.00157,0.0017,127.84
63,86,49,116,100,61.7,91.94,0.00166,0.00168,153.64
161,104,157,116,83,65.15,100,0.0017,0.00154,165.15
180,155,58,102,25,61.3,91.93,0.00169,0.00179,153.23
89,92,129,100,132,63.92,89.39,0.00161,0.00173,153.31
89,54,199,56,77,59.91,92.08,0.00168,0.00141,151.99
37,44,81,168,197,72.75,97.88,0.00176,0.0014,170.63
165,38,164,142,49,63.04,100,0.00175,0.0011,163.04
187,79,133,130,194,64.79,98.12,0.00175,0.00158,162.91
117,108,171,66,55,75.02,93.54,0.00175,0.00147,168.56
122,120,200,96,88,59.11,85.76,0.00166,0.00169,144.87
63,73,58,60,191,53.82,87.95,0.00164,0.00165,141.77
115,62,37,34,33,57.2,94.43,0.0017,0.00174,151.63
